YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,ENROLLMENT_GRADES_K_12,DISCIPLINE_INCIDENTS,DISCIPLINE_INCIDENT_RATE,DISCIPLINE_ALCOHOL,DISCIPLINE_ALCOHOL_RATE,DISCIPLINE_DRUG,DISCIPLINE_DRUG_RATE,DISCIPLINE_OTHER,DISCIPLINE_OTHER_RATE,DISCIPLINE_TOBACCO,DISCIPLINE_TOBACCO_RATE,DISCIPLINE_VIOLENCE,DISCIPLINE_VIOLENCE_RATE,DISCIPLINE_WEAPON,DISCIPLINE_WEAPON_RATE,DISCIPLINE_REMOVAL_IN_SCHL_SUSP,DISCIPLINE_REMOVAL_IN_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP,DISCIPLINE_REMOVAL_OUT_SCHL_SUSP_RATE,DISCIPLINE_REMOVAL_EXPULSION,DISCIPLINE_EXPULSION_RATE,DISCIPLINE_MORE_10_DAYS,DISCIPLINE_MORE_10_DAYS_RATE
2002,004106,COMMUNITY R-VI,392,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,004106,COMMUNITY R-VI,361,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,004106,COMMUNITY R-VI,356,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,004106,COMMUNITY R-VI,370,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,004106,COMMUNITY R-VI,372,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,004106,COMMUNITY R-VI,328,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,004106,COMMUNITY R-VI,334,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,004106,COMMUNITY R-VI,318,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,004106,COMMUNITY R-VI,320,7,2.2,*,*,6,1.9,*,*,*,*,*,*,*,*,*,*,6,1.9,*,*,*,*
2011,004106,COMMUNITY R-VI,290,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,004106,COMMUNITY R-VI,278,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,004106,COMMUNITY R-VI,255,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,004106,COMMUNITY R-VI,250,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,004106,COMMUNITY R-VI,268,5,1.9,5,1.9,*,*,*,*,*,*,*,*,*,*,*,*,5,1.9,*,*,*,*
2016,004106,COMMUNITY R-VI,267,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,004106,COMMUNITY R-VI,291,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,004106,COMMUNITY R-VI,295,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,004106,COMMUNITY R-VI,292,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,004106,COMMUNITY R-VI,295,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,004106,COMMUNITY R-VI,312,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,004106,COMMUNITY R-VI,291,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,004106,COMMUNITY R-VI,297,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,004109,VAN-FAR R-I,633,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,004109,VAN-FAR R-I,654,5,0.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,004109,VAN-FAR R-I,633,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,004109,VAN-FAR R-I,630,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,004109,VAN-FAR R-I,626,8,1.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,1,*,*,*,*
2006,004109,VAN-FAR R-I,621,6,1,*,*,*,*,5,0.8,*,*,*,*,*,*,*,*,6,1,*,*,*,*
2007,004109,VAN-FAR R-I,604,14,2.3,*,*,*,*,13,2.2,*,*,*,*,*,*,*,*,13,2.2,*,*,*,*
2008,004109,VAN-FAR R-I,636,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,004109,VAN-FAR R-I,621,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,004109,VAN-FAR R-I,613,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,004109,VAN-FAR R-I,608,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,004109,VAN-FAR R-I,603,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,004109,VAN-FAR R-I,591,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,004109,VAN-FAR R-I,611,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,004109,VAN-FAR R-I,589,6,1,*,*,*,*,5,0.8,*,*,*,*,*,*,*,*,6,1,*,*,*,*
2016,004109,VAN-FAR R-I,596,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,004109,VAN-FAR R-I,561,8,1.4,*,*,*,*,5,0.9,*,*,*,*,*,*,*,*,8,1.4,*,*,*,*
2018,004109,VAN-FAR R-I,563,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,004109,VAN-FAR R-I,601,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,004109,VAN-FAR R-I,575,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,004109,VAN-FAR R-I,548,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,004109,VAN-FAR R-I,551,7,1.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,1.3,*,*,*,*
2023,004109,VAN-FAR R-I,542,8,1.5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,1.5,*,*,*,*
2001,004110,MEXICO 59,2584,49,1.9,*,*,8,0.3,12,0.5,*,*,25,1,*,*,*,*,47,1.8,*,*,14,0.5
2002,004110,MEXICO 59,2553,95,3.7,*,*,10,0.4,36,1.4,*,*,45,1.8,*,*,*,*,93,3.6,*,*,18,0.7
2003,004110,MEXICO 59,2455,91,5.1,*,*,5,0.3,29,1.6,*,*,51,2.9,*,*,*,*,88,5,*,*,*,*
2004,004110,MEXICO 59,2433,68,2.8,*,*,*,*,13,0.5,*,*,52,2.1,*,*,*,*,65,2.7,*,*,7,0.3
2005,004110,MEXICO 59,2393,74,3.1,*,*,8,0.3,*,*,*,*,61,2.5,*,*,*,*,74,3.1,*,*,*,*
2006,004110,MEXICO 59,2378,99,4.2,*,*,7,0.3,85,3.6,*,*,*,*,6,0.3,*,*,95,4,*,*,*,*
2007,004110,MEXICO 59,2389,52,2.2,*,*,*,*,46,1.9,*,*,*,*,*,*,*,*,52,2.2,*,*,*,*
2008,004110,MEXICO 59,2361,55,2.3,*,*,*,*,49,2.1,*,*,*,*,5,0.2,38,1.6,17,0.7,*,*,5,0.2
2009,004110,MEXICO 59,2397,32,1.3,*,*,7,0.3,18,0.8,*,*,*,*,*,*,16,0.7,16,0.7,*,*,8,0.3
2010,004110,MEXICO 59,2330,45,1.9,7,0.3,*,*,20,0.9,*,*,13,0.6,*,*,10,0.4,35,1.5,*,*,*,*
2011,004110,MEXICO 59,2327,46,2,*,*,*,*,38,1.6,*,*,*,*,*,*,17,0.7,29,1.2,*,*,*,*
2012,004110,MEXICO 59,2308,46,2,*,*,6,0.3,31,1.3,*,*,8,0.3,*,*,20,0.9,25,1.1,*,*,*,*
2013,004110,MEXICO 59,2388,24,1,*,*,6,0.3,13,0.5,*,*,*,*,*,*,9,0.4,14,0.6,*,*,*,*
2014,004110,MEXICO 59,2276,39,1.7,*,*,*,*,24,1.1,*,*,*,*,*,*,18,0.8,21,0.9,*,*,7,0.3
2015,004110,MEXICO 59,2328,17,0.7,*,*,*,*,17,0.7,*,*,*,*,*,*,11,0.5,6,0.3,*,*,*,*
2016,004110,MEXICO 59,2282,16,0.7,*,*,*,*,9,0.4,*,*,*,*,*,*,*,*,9,0.4,*,*,6,0.3
2017,004110,MEXICO 59,2279,29,1.3,*,*,6,0.3,19,0.8,*,*,*,*,*,*,15,0.7,14,0.6,*,*,7,0.3
2018,004110,MEXICO 59,2307,7,0.3,*,*,*,*,5,0.2,*,*,*,*,*,*,*,*,7,0.3,*,*,*,*
2019,004110,MEXICO 59,2291,9,0.4,*,*,*,*,7,0.3,*,*,*,*,*,*,*,*,9,0.4,*,*,*,*
2020,004110,MEXICO 59,2311,12,0.5,*,*,*,*,7,0.3,*,*,*,*,*,*,*,*,12,0.5,*,*,*,*
2021,004110,MEXICO 59,2230,5,0.2,*,*,*,*,5,0.2,*,*,*,*,*,*,*,*,5,0.2,*,*,*,*
2022,004110,MEXICO 59,2263,20,0.9,*,*,5,0.2,7,0.3,*,*,*,*,8,0.4,*,*,20,0.9,*,*,*,*
2023,004110,MEXICO 59,2293,41,1.8,*,*,17,0.7,20,0.9,*,*,*,*,*,*,*,*,41,1.8,*,*,*,*
2001,005120,WHEATON R-III,437,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,005120,WHEATON R-III,413,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,005120,WHEATON R-III,438,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,005120,WHEATON R-III,434,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,005120,WHEATON R-III,425,6,1.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,1.2,*,*,*,*
2006,005120,WHEATON R-III,452,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,005120,WHEATON R-III,435,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,005120,WHEATON R-III,465,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,005120,WHEATON R-III,458,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,005120,WHEATON R-III,459,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,005120,WHEATON R-III,428,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,005120,WHEATON R-III,428,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,005120,WHEATON R-III,399,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,005120,WHEATON R-III,378,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,005120,WHEATON R-III,359,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,005120,WHEATON R-III,378,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,005120,WHEATON R-III,396,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,005120,WHEATON R-III,379,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,005120,WHEATON R-III,399,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,005120,WHEATON R-III,411,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,005120,WHEATON R-III,429,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,005120,WHEATON R-III,421,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,005120,WHEATON R-III,409,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,005121,SOUTHWEST R-V,911,9,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,9,1,*,*,*,*
2002,005121,SOUTHWEST R-V,908,16,1.8,*,*,*,*,7,0.8,*,*,*,*,*,*,*,*,16,1.8,*,*,*,*
2003,005121,SOUTHWEST R-V,863,5,0.6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,005121,SOUTHWEST R-V,856,6,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.6,*,*,*,*
2005,005121,SOUTHWEST R-V,831,10,1.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,1.2,*,*,*,*
2006,005121,SOUTHWEST R-V,856,6,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.6,*,*,*,*
2007,005121,SOUTHWEST R-V,873,26,3,*,*,*,*,7,0.8,11,1.3,*,*,*,*,*,*,25,2.9,*,*,*,*
2008,005121,SOUTHWEST R-V,911,5,0.5,*,*,*,*,5,0.5,*,*,*,*,*,*,*,*,5,0.5,*,*,*,*
2009,005121,SOUTHWEST R-V,853,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,005121,SOUTHWEST R-V,825,6,0.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,0.7,*,*,*,*
2011,005121,SOUTHWEST R-V,815,12,1.5,*,*,6,0.7,6,0.7,*,*,*,*,*,*,*,*,12,1.5,*,*,*,*
2012,005121,SOUTHWEST R-V,816,15,1.8,*,*,6,0.7,7,0.9,*,*,*,*,*,*,*,*,15,1.8,*,*,*,*
2013,005121,SOUTHWEST R-V,833,10,1.2,*,*,*,*,8,1,*,*,*,*,*,*,5,0.6,5,0.6,*,*,*,*
2014,005121,SOUTHWEST R-V,781,23,2.9,*,*,6,0.8,15,1.9,*,*,*,*,*,*,*,*,19,2.4,*,*,*,*
2015,005121,SOUTHWEST R-V,787,9,1.1,*,*,*,*,5,0.6,*,*,*,*,*,*,*,*,7,0.9,*,*,*,*
2016,005121,SOUTHWEST R-V,773,16,2.1,*,*,6,0.8,9,1.2,*,*,*,*,*,*,*,*,16,2.1,*,*,6,0.8
2017,005121,SOUTHWEST R-V,815,8,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,1,*,*,*,*
2018,005121,SOUTHWEST R-V,776,20,2.6,*,*,*,*,13,1.7,*,*,*,*,*,*,*,*,20,2.6,*,*,*,*
2019,005121,SOUTHWEST R-V,740,20,2.7,*,*,*,*,14,1.9,*,*,*,*,*,*,*,*,18,2.4,*,*,*,*
2020,005121,SOUTHWEST R-V,751,12,1.6,*,*,*,*,7,0.9,*,*,*,*,*,*,*,*,12,1.6,*,*,*,*
2021,005121,SOUTHWEST R-V,700,11,1.6,*,*,*,*,5,0.7,*,*,*,*,*,*,*,*,11,1.6,*,*,*,*
2022,005121,SOUTHWEST R-V,743,12,1.6,*,*,*,*,11,1.5,*,*,*,*,*,*,*,*,12,1.6,*,*,*,*
2023,005121,SOUTHWEST R-V,767,8,1,*,*,*,*,5,0.7,*,*,*,*,*,*,*,*,7,0.9,*,*,*,*
2001,005122,EXETER R-VI,323,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,005122,EXETER R-VI,297,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,005122,EXETER R-VI,301,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,005122,EXETER R-VI,331,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,005122,EXETER R-VI,322,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,005122,EXETER R-VI,336,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,005122,EXETER R-VI,330,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,005122,EXETER R-VI,331,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,005122,EXETER R-VI,350,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,005122,EXETER R-VI,355,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,005122,EXETER R-VI,361,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,005122,EXETER R-VI,355,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,005122,EXETER R-VI,341,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,005122,EXETER R-VI,322,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,005122,EXETER R-VI,324,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,005122,EXETER R-VI,313,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,005122,EXETER R-VI,311,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,005122,EXETER R-VI,327,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,005122,EXETER R-VI,296,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,005122,EXETER R-VI,281,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,005122,EXETER R-VI,284,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,005122,EXETER R-VI,293,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,005122,EXETER R-VI,299,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,005123,CASSVILLE R-IV,1957,19,1,*,*,13,0.7,*,*,*,*,*,*,*,*,*,*,19,1,*,*,*,*
2002,005123,CASSVILLE R-IV,2014,32,1.6,*,*,19,0.9,9,0.4,*,*,*,*,*,*,*,*,32,1.6,*,*,5,0.2
2003,005123,CASSVILLE R-IV,2015,19,0.9,10,0.5,8,0.4,*,*,*,*,*,*,*,*,*,*,19,0.9,*,*,*,*
2004,005123,CASSVILLE R-IV,1995,31,1.6,5,0.3,19,1,6,0.3,*,*,*,*,*,*,*,*,31,1.6,*,*,6,0.3
2005,005123,CASSVILLE R-IV,2042,26,1.3,6,0.3,8,0.4,10,0.5,*,*,*,*,*,*,*,*,23,1.1,*,*,*,*
2006,005123,CASSVILLE R-IV,2019,23,1.1,*,*,10,0.5,9,0.4,*,*,*,*,*,*,*,*,23,1.1,*,*,*,*
2007,005123,CASSVILLE R-IV,2055,16,0.8,*,*,6,0.3,8,0.4,*,*,*,*,*,*,*,*,15,0.7,*,*,*,*
2008,005123,CASSVILLE R-IV,1996,24,1.2,*,*,*,*,16,0.8,*,*,*,*,*,*,*,*,23,1.2,*,*,*,*
2009,005123,CASSVILLE R-IV,1890,43,2.3,*,*,13,0.7,27,1.4,*,*,*,*,*,*,*,*,42,2.2,*,*,*,*
2010,005123,CASSVILLE R-IV,1881,31,1.6,5,0.3,9,0.5,12,0.6,*,*,5,0.3,*,*,*,*,29,1.5,*,*,*,*
2011,005123,CASSVILLE R-IV,1803,54,3,*,*,14,0.8,37,2.1,*,*,*,*,*,*,5,0.3,49,2.7,*,*,26,1.4
2012,005123,CASSVILLE R-IV,1797,65,3.6,*,*,32,1.8,28,1.6,*,*,*,*,*,*,*,*,61,3.4,*,*,23,1.3
2013,005123,CASSVILLE R-IV,1806,55,3,52,2.9,*,*,*,*,*,*,*,*,*,*,5,0.3,50,2.8,*,*,11,0.6
2014,005123,CASSVILLE R-IV,1820,22,1.2,21,1.2,*,*,*,*,*,*,*,*,*,*,5,0.3,17,0.9,*,*,*,*
2015,005123,CASSVILLE R-IV,1848,32,1.7,29,1.6,*,*,*,*,*,*,*,*,*,*,7,0.4,25,1.4,*,*,*,*
2016,005123,CASSVILLE R-IV,1834,38,2.1,38,2.1,*,*,*,*,*,*,*,*,*,*,*,*,35,1.9,*,*,7,0.4
2017,005123,CASSVILLE R-IV,1822,26,1.4,*,*,13,0.7,9,0.5,*,*,*,*,*,*,*,*,23,1.3,*,*,*,*
2018,005123,CASSVILLE R-IV,1768,49,2.8,*,*,*,*,45,2.5,*,*,*,*,*,*,8,0.5,41,2.3,*,*,5,0.3
2019,005123,CASSVILLE R-IV,1822,62,3.4,*,*,*,*,62,3.4,*,*,*,*,*,*,15,0.8,47,2.6,*,*,15,0.8
2020,005123,CASSVILLE R-IV,1824,21,1.2,*,*,*,*,21,1.2,*,*,*,*,*,*,*,*,19,1,*,*,*,*
2021,005123,CASSVILLE R-IV,1775,28,1.6,*,*,*,*,28,1.6,*,*,*,*,*,*,*,*,25,1.4,*,*,*,*
2022,005123,CASSVILLE R-IV,1803,34,1.9,*,*,*,*,33,1.8,*,*,*,*,*,*,5,0.3,29,1.6,*,*,6,0.3
2023,005123,CASSVILLE R-IV,1824,53,2.9,*,*,*,*,53,2.9,*,*,*,*,*,*,5,0.3,48,2.6,*,*,11,0.6
2001,005124,PURDY R-II,677,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,005124,PURDY R-II,685,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,005124,PURDY R-II,702,8,1.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,1.1,*,*,*,*
2004,005124,PURDY R-II,730,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,005124,PURDY R-II,715,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,005124,PURDY R-II,753,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,005124,PURDY R-II,739,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,005124,PURDY R-II,727,10,1.4,*,*,10,1.4,*,*,*,*,*,*,*,*,*,*,10,1.4,*,*,*,*
2009,005124,PURDY R-II,691,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2010,005124,PURDY R-II,681,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,005124,PURDY R-II,674,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,005124,PURDY R-II,645,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,005124,PURDY R-II,638,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,005124,PURDY R-II,649,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,005124,PURDY R-II,678,7,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,1,*,*,*,*
2016,005124,PURDY R-II,662,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,005124,PURDY R-II,643,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,005124,PURDY R-II,628,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,005124,PURDY R-II,583,7,1.2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,1.2,*,*,*,*
2020,005124,PURDY R-II,639,5,0.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,0.8,*,*,*,*
2021,005124,PURDY R-II,604,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,005124,PURDY R-II,579,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,005124,PURDY R-II,591,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2001,005127,SHELL KNOB 78,237,5,2.1,*,*,5,2.1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2002,005127,SHELL KNOB 78,223,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2003,005127,SHELL KNOB 78,217,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2004,005127,SHELL KNOB 78,204,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2005,005127,SHELL KNOB 78,197,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,005127,SHELL KNOB 78,189,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2007,005127,SHELL KNOB 78,165,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2008,005127,SHELL KNOB 78,162,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2009,005127,SHELL KNOB 78,154,6,3.9,*,*,6,3.9,*,*,*,*,*,*,*,*,*,*,6,3.9,*,*,*,*
2010,005127,SHELL KNOB 78,140,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,005127,SHELL KNOB 78,138,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2012,005127,SHELL KNOB 78,132,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,005127,SHELL KNOB 78,133,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,005127,SHELL KNOB 78,135,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,005127,SHELL KNOB 78,122,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2016,005127,SHELL KNOB 78,121,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2017,005127,SHELL KNOB 78,123,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2018,005127,SHELL KNOB 78,131,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2019,005127,SHELL KNOB 78,120,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2020,005127,SHELL KNOB 78,133,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2021,005127,SHELL KNOB 78,111,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2022,005127,SHELL KNOB 78,110,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,005127,SHELL KNOB 78,115,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
